frame,J0_x,J0_y,J0_z,J1_x,J1_y,J1_z,J2_x,J2_y,J2_z,J3_x,J3_y,J3_z,J4_x,J4_y,J4_z,J5_x,J5_y,J5_z,J6_x,J6_y,J6_z,J7_x,J7_y,J7_z,J8_x,J8_y,J8_z,J9_x,J9_y,J9_z,J10_x,J10_y,J10_z,J11_x,J11_y,J11_z,J12_x,J12_y,J12_z,J13_x,J13_y,J13_z,J14_x,J14_y,J14_z,J15_x,J15_y,J15_z,J16_x,J16_y,J16_z,J17_x,J17_y,J17_z,J18_x,J18_y,J18_z,J19_x,J19_y,J19_z,J20_x,J20_y,J20_z,J21_x,J21_y,J21_z,J22_x,J22_y,J22_z,J23_x,J23_y,J23_z,J24_x,J24_y,J24_z
657,-0.001070,0.143189,1.037670,-0.014431,0.275912,1.024590,-0.092937,0.260349,0.541372,-0.147045,0.247444,0.063354,0.012011,0.010258,1.048780,-0.044204,0.002824,0.562269,-0.126656,-0.015537,0.088496,-0.093420,0.144868,1.294250,-0.051441,0.154633,1.543220,0.007873,0.152468,1.662500,-0.029813,0.152578,1.771150,-0.082341,0.293039,1.468950,-0.054768,0.384791,1.192730,-0.019319,0.474587,0.956136,-0.042447,0.008841,1.477720,-0.013531,-0.075842,1.199390,0.033061,-0.159510,0.962477,0.013353,0.273637,0.037066,0.086928,0.285924,0.029266,0.033016,-0.009258,0.048872,0.105542,-0.006252,0.030004,-0.038264,0.570621,0.976594,-0.056715,0.486796,0.864198,0.024266,-0.257165,0.982128,-0.019586,-0.179994,0.837118
658,-0.001899,0.143029,1.037770,-0.015522,0.275727,1.024690,-0.093539,0.260202,0.541392,-0.147101,0.247317,0.063312,0.011448,0.010125,1.048870,-0.044696,0.002665,0.562351,-0.126637,-0.015532,0.088484,-0.094618,0.144408,1.294210,-0.052631,0.154285,1.543180,0.006556,0.152143,1.662520,-0.031165,0.152181,1.771160,-0.083416,0.292757,1.468990,-0.053820,0.384672,1.193030,-0.014306,0.476255,0.957766,-0.043244,0.008558,1.477590,-0.012883,-0.075704,1.199280,0.039098,-0.160371,0.963851,0.013279,0.273582,0.036986,0.086859,0.285899,0.029288,0.033037,-0.009252,0.048868,0.105525,-0.006221,0.029861,-0.033303,0.572221,0.978494,-0.049257,0.489375,0.864996,0.029823,-0.258011,0.983355,-0.010641,-0.180920,0.837321
659,-0.002762,0.142878,1.037850,-0.016618,0.275552,1.024790,-0.094437,0.260034,0.541454,-0.147090,0.247268,0.063269,0.010819,0.009996,1.048940,-0.044729,0.002706,0.562352,-0.126654,-0.015584,0.088485,-0.095873,0.143955,1.294150,-0.054068,0.153937,1.543150,0.004924,0.151913,1.662590,-0.032771,0.151875,1.771240,-0.084687,0.292407,1.468880,-0.053103,0.384366,1.193160,-0.008601,0.478139,0.959657,-0.044371,0.008284,1.477440,-0.012306,-0.075609,1.199210,0.045612,-0.161331,0.965555,0.013292,0.273578,0.036996,0.086869,0.285913,0.029299,0.033017,-0.009240,0.048867,0.105509,-0.006182,0.029879,-0.027932,0.574032,0.980416,-0.040286,0.492063,0.865837,0.035681,-0.258970,0.984737,-0.000186,-0.181823,0.837536
660,-0.003631,0.142699,1.037900,-0.017554,0.275365,1.024830,-0.095229,0.259865,0.541475,-0.147076,0.247244,0.063198,0.010018,0.009825,1.049010,-0.045086,0.002624,0.562368,-0.126665,-0.015637,0.088441,-0.097247,0.143551,1.294020,-0.055534,0.153652,1.543030,0.003159,0.151521,1.662620,-0.034464,0.151504,1.771290,-0.086082,0.292121,1.468740,-0.052525,0.383885,1.193180,-0.001680,0.480172,0.962009,-0.045815,0.008065,1.477180,-0.011579,-0.075488,1.199110,0.052948,-0.162117,0.967526,0.013308,0.273581,0.036969,0.086886,0.285927,0.029301,0.033007,-0.009277,0.048829,0.105502,-0.006213,0.029853,-0.021768,0.575949,0.982578,-0.029765,0.494657,0.867133,0.042103,-0.259731,0.986335,0.012169,-0.182578,0.837817
661,-0.004538,0.142421,1.037990,-0.018402,0.275092,1.024900,-0.095818,0.259689,0.541504,-0.147044,0.247228,0.063156,0.009054,0.009542,1.049100,-0.045576,0.002476,0.562406,-0.126681,-0.015628,0.088391,-0.098799,0.143178,1.293870,-0.057416,0.153335,1.542930,0.001159,0.151029,1.662570,-0.036404,0.151034,1.771270,-0.087646,0.291840,1.468570,-0.052324,0.383054,1.193060,0.006139,0.481961,0.964810,-0.047515,0.007853,1.476880,-0.010756,-0.075458,1.199050,0.061940,-0.163009,0.970257,0.013345,0.273572,0.036961,0.086923,0.285922,0.029298,0.033001,-0.009280,0.048816,0.105495,-0.006218,0.029838,-0.015482,0.577381,0.985490,-0.017785,0.497319,0.868936,0.047428,-0.260115,0.989224,0.027285,-0.183510,0.838785
662,-0.005643,0.142327,1.038080,-0.019551,0.274993,1.024980,-0.096376,0.259626,0.541488,-0.147029,0.247195,0.063079,0.007996,0.009454,1.049210,-0.046149,0.002404,0.562456,-0.126681,-0.015615,0.088341,-0.100700,0.142760,1.293670,-0.059566,0.153087,1.542760,-0.001076,0.150719,1.662450,-0.038566,0.150676,1.771160,-0.089378,0.291592,1.468240,-0.052420,0.382303,1.192770,0.015070,0.483693,0.968130,-0.049091,0.007673,1.476650,-0.010136,-0.075491,1.199080,0.071680,-0.163791,0.973675,0.013363,0.273568,0.036932,0.086940,0.285929,0.029276,0.033009,-0.009271,0.048799,0.105503,-0.006207,0.029820,-0.009672,0.578272,0.989172,-0.004505,0.500083,0.871444,0.057598,-0.261170,0.991536,0.041575,-0.183770,0.841007
663,-0.006809,0.142143,1.038200,-0.020641,0.274816,1.025110,-0.096814,0.259569,0.541505,-0.147001,0.247210,0.063044,0.006759,0.009263,1.049330,-0.046691,0.002370,0.562501,-0.126672,-0.015579,0.088289,-0.102771,0.142499,1.293460,-0.061818,0.152833,1.542580,-0.003480,0.150344,1.662330,-0.040798,0.150167,1.771110,-0.091268,0.291322,1.467880,-0.052548,0.381740,1.192560,0.024810,0.485070,0.972021,-0.050638,0.007420,1.476580,-0.009311,-0.075725,1.199350,0.082445,-0.164403,0.977954,0.013401,0.273603,0.036980,0.086971,0.285971,0.029260,0.033025,-0.009278,0.048770,0.105527,-0.006237,0.029816,-0.001563,0.579243,0.992902,0.011108,0.502841,0.874571,0.066083,-0.261537,0.995196,0.057904,-0.184031,0.844093
664,-0.007888,0.141913,1.038360,-0.021642,0.274593,1.025250,-0.097270,0.259461,0.541557,-0.147006,0.247174,0.063048,0.005606,0.009027,1.049500,-0.047347,0.002187,0.562619,-0.126680,-0.015563,0.088291,-0.104790,0.142053,1.293260,-0.064077,0.152713,1.542410,-0.006088,0.149879,1.662320,-0.043247,0.149692,1.771160,-0.093455,0.291185,1.467650,-0.053028,0.381257,1.192460,0.035507,0.486196,0.976942,-0.052500,0.007207,1.476680,-0.008797,-0.076085,1.199860,0.093777,-0.164703,0.983239,0.013385,0.273564,0.036915,0.086960,0.285930,0.029249,0.033019,-0.009272,0.048778,0.105514,-0.006230,0.029798,0.006018,0.579500,0.997548,0.027744,0.505351,0.879101,0.075017,-0.261535,0.999717,0.075805,-0.184180,0.848318
665,-0.008999,0.141739,1.038560,-0.022845,0.274410,1.025450,-0.097553,0.259411,0.541613,-0.147014,0.247169,0.063074,0.004592,0.008861,1.049680,-0.047893,0.002109,0.562749,-0.126693,-0.015528,0.088328,-0.106723,0.141514,1.293140,-0.067001,0.152598,1.542430,-0.008789,0.149751,1.662240,-0.045726,0.149273,1.771140,-0.096071,0.290949,1.467330,-0.053543,0.381181,1.192510,0.047136,0.487112,0.982886,-0.054647,0.007044,1.476950,-0.008222,-0.076533,1.200650,0.105629,-0.164768,0.989585,0.013375,0.273548,0.036915,0.086953,0.285913,0.029275,0.033006,-0.009268,0.048807,0.105489,-0.006234,0.029783,0.014431,0.579497,1.002770,0.045679,0.507655,0.885030,0.085689,-0.261493,1.005290,0.094696,-0.184540,0.853954
666,-0.010078,0.141587,1.038730,-0.024048,0.274251,1.025690,-0.097846,0.259371,0.541704,-0.147012,0.247191,0.063133,0.003638,0.008718,1.049810,-0.048250,0.002071,0.562805,-0.126671,-0.015544,0.088320,-0.108454,0.141238,1.293060,-0.069979,0.152601,1.542540,-0.011487,0.149460,1.662200,-0.048330,0.148887,1.771140,-0.098636,0.290883,1.467150,-0.054050,0.381404,1.192750,0.059614,0.487751,0.990096,-0.056786,0.007032,1.477250,-0.007392,-0.077196,1.201680,0.118391,-0.164650,0.997157,0.013372,0.273544,0.036915,0.086953,0.285899,0.029285,0.033023,-0.009278,0.048780,0.105508,-0.006244,0.029762,0.023825,0.579177,1.009080,0.064560,0.509913,0.892708,0.096300,-0.260990,1.012340,0.114008,-0.185060,0.861251
667,-0.011317,0.141489,1.038930,-0.025559,0.274131,1.025960,-0.098542,0.259272,0.541849,-0.146900,0.247296,0.063191,0.002676,0.008642,1.049930,-0.048572,0.002076,0.562856,-0.126651,-0.015586,0.088316,-0.110296,0.141078,1.293020,-0.073204,0.152601,1.542700,-0.014352,0.149298,1.662180,-0.050976,0.148558,1.771190,-0.101374,0.290890,1.467140,-0.054129,0.381792,1.193310,0.073010,0.488161,0.998843,-0.059170,0.006930,1.477820,-0.006484,-0.078065,1.203090,0.131548,-0.164367,1.006120,0.013482,0.273583,0.036898,0.087066,0.285913,0.029258,0.033040,-0.009265,0.048776,0.105522,-0.006204,0.029748,0.034443,0.578654,1.016830,0.083853,0.511967,0.902325,0.109526,-0.260811,1.020740,0.133874,-0.185487,0.870270
668,-0.012366,0.141325,1.039120,-0.026844,0.273943,1.026170,-0.098816,0.259197,0.541905,-0.146895,0.247249,0.063218,0.001866,0.008502,1.050100,-0.048729,0.002098,0.562957,-0.126621,-0.015615,0.088389,-0.112052,0.140961,1.292940,-0.076393,0.152591,1.542820,-0.017105,0.149120,1.662080,-0.053518,0.148313,1.771160,-0.104269,0.290902,1.467190,-0.053994,0.382406,1.194110,0.086431,0.488361,1.008760,-0.061929,0.006697,1.478540,-0.005417,-0.079067,1.204810,0.145027,-0.164043,1.016540,0.013476,0.273582,0.036909,0.087057,0.285931,0.029268,0.033052,-0.009292,0.048775,0.105533,-0.006234,0.029742,0.045168,0.577914,1.025420,0.103553,0.513953,0.913620,0.123640,-0.260662,1.030940,0.153780,-0.186157,0.881114
669,-0.013493,0.141152,1.039280,-0.028192,0.273744,1.026310,-0.099204,0.259104,0.541900,-0.146892,0.247214,0.063172,0.000963,0.008354,1.050270,-0.048810,0.002160,0.563041,-0.126585,-0.015674,0.088458,-0.113767,0.140990,1.292860,-0.079934,0.152461,1.543000,-0.019811,0.149135,1.661850,-0.055885,0.148160,1.771040,-0.107280,0.290835,1.467300,-0.053482,0.383245,1.195190,0.099905,0.488556,1.020030,-0.064963,0.006398,1.479230,-0.004502,-0.080225,1.206610,0.158474,-0.163420,1.028240,0.013481,0.273585,0.036905,0.087060,0.285951,0.029280,0.033072,-0.009276,0.048791,0.105543,-0.006182,0.029729,0.056207,0.577258,1.034950,0.123324,0.515788,0.926705,0.136480,-0.259912,1.042580,0.173152,-0.186782,0.893540
670,-0.014398,0.141107,1.039440,-0.029263,0.273683,1.026490,-0.099724,0.259024,0.542006,-0.146860,0.247146,0.063223,0.000230,0.008326,1.050420,-0.048756,0.002276,0.563106,-0.126560,-0.015768,0.088536,-0.115327,0.140756,1.292770,-0.083542,0.152314,1.543170,-0.022620,0.149068,1.661620,-0.058203,0.148132,1.770970,-0.110247,0.290859,1.467550,-0.052618,0.384014,1.196480,0.113191,0.488755,1.032670,-0.068029,0.006115,1.479840,-0.003784,-0.081336,1.208360,0.171237,-0.162468,1.040780,0.013498,0.273569,0.036920,0.087071,0.285954,0.029267,0.033078,-0.009314,0.048804,0.105526,-0.006185,0.029661,0.067701,0.576904,1.045340,0.142964,0.517219,0.941548,0.147310,-0.258596,1.054450,0.196081,-0.187555,0.907888
671,-0.015252,0.141011,1.039590,-0.030278,0.273568,1.026630,-0.100081,0.258957,0.542050,-0.146853,0.247098,0.063231,-0.000458,0.008250,1.050580,-0.048810,0.002355,0.563204,-0.126532,-0.015797,0.088624,-0.116898,0.140424,1.292640,-0.086944,0.152189,1.543250,-0.025257,0.149117,1.661310,-0.060367,0.148281,1.770810,-0.113061,0.290936,1.467800,-0.051923,0.384989,1.197810,0.126158,0.488340,1.046470,-0.070949,0.005816,1.480440,-0.003374,-0.082266,1.209980,0.183719,-0.161238,1.054870,0.013496,0.273568,0.036922,0.087065,0.285974,0.029261,0.033083,-0.009326,0.048803,0.105525,-0.006193,0.029637,0.079492,0.576128,1.057220,0.162316,0.518364,0.958205,0.163039,-0.257965,1.069580,0.216134,-0.188075,0.923969
672,-0.016109,0.140920,1.039730,-0.031190,0.273470,1.026760,-0.100583,0.258888,0.542119,-0.146842,0.247081,0.063249,-0.001256,0.008165,1.050710,-0.048891,0.002400,0.563266,-0.126492,-0.015827,0.088669,-0.118344,0.140426,1.292530,-0.090105,0.152205,1.543350,-0.027785,0.149121,1.661070,-0.062375,0.148544,1.770740,-0.115623,0.291014,1.467800,-0.050899,0.386322,1.199090,0.139493,0.487605,1.062010,-0.073818,0.005609,1.481130,-0.003116,-0.083255,1.211730,0.195422,-0.159713,1.070180,0.013500,0.273568,0.036913,0.087070,0.285983,0.029276,0.033116,-0.009311,0.048824,0.105570,-0.006167,0.029704,0.092018,0.575143,1.071130,0.181007,0.519013,0.976633,0.175707,-0.256561,1.085400,0.236316,-0.188181,0.942025
673,-0.016848,0.140866,1.039850,-0.031930,0.273417,1.026900,-0.100914,0.258855,0.542194,-0.146830,0.247052,0.063290,-0.001993,0.008111,1.050830,-0.049128,0.002408,0.563336,-0.126476,-0.015854,0.088700,-0.119366,0.140330,1.292540,-0.093151,0.152206,1.543570,-0.029912,0.149281,1.660810,-0.064082,0.148890,1.770610,-0.117909,0.291169,1.468060,-0.049870,0.387656,1.200590,0.151937,0.486449,1.078890,-0.076349,0.005395,1.482010,-0.002488,-0.083970,1.213610,0.206853,-0.157623,1.086930,0.013503,0.273563,0.036924,0.087068,0.285986,0.029251,0.033124,-0.009314,0.048829,0.105578,-0.006162,0.029711,0.104025,0.573895,1.086470,0.198847,0.519261,0.996895,0.187250,-0.254439,1.102490,0.255534,-0.187584,0.961872
674,-0.017480,0.140797,1.039980,-0.032571,0.273346,1.027020,-0.101105,0.258828,0.542251,-0.146825,0.247019,0.063329,-0.002613,0.008044,1.050970,-0.049370,0.002389,0.563432,-0.126447,-0.015864,0.088751,-0.119890,0.140420,1.292710,-0.095899,0.152067,1.543980,-0.031773,0.149535,1.660740,-0.065600,0.149253,1.770650,-0.120277,0.291290,1.468820,-0.049100,0.388355,1.202380,0.162670,0.484616,1.096620,-0.078772,0.005041,1.483020,-0.002379,-0.084481,1.215390,0.217317,-0.155070,1.105620,0.013497,0.273551,0.036918,0.087062,0.285983,0.029266,0.033139,-0.009340,0.048821,0.105587,-0.006196,0.029681,0.114695,0.572146,1.102710,0.215684,0.519060,1.019140,0.204135,-0.252107,1.125870,0.270214,-0.187844,0.983004
675,-0.017985,0.140731,1.040090,-0.032942,0.273293,1.027110,-0.101172,0.258833,0.542296,-0.146810,0.247047,0.063366,-0.003250,0.007965,1.051090,-0.049530,0.002403,0.563513,-0.126434,-0.015884,0.088806,-0.120279,0.140152,1.292870,-0.098183,0.151909,1.544300,-0.033615,0.149617,1.660820,-0.066909,0.149588,1.770900,-0.122395,0.291442,1.469670,-0.048170,0.388845,1.204190,0.172490,0.482250,1.115400,-0.080649,0.004702,1.483900,-0.001956,-0.085163,1.217050,0.226283,-0.151828,1.123450,0.013510,0.273561,0.036925,0.087075,0.285987,0.029253,0.033144,-0.009332,0.048848,0.105582,-0.006171,0.029670,0.124628,0.569898,1.120590,0.231107,0.518546,1.042970,0.205841,-0.248367,1.139650,0.291197,-0.185132,1.006900
676,-0.018400,0.140717,1.040130,-0.033190,0.273303,1.027200,-0.101163,0.258888,0.542354,-0.146825,0.247103,0.063426,-0.003833,0.007928,1.051080,-0.049583,0.002583,0.563449,-0.126507,-0.015885,0.088752,-0.120120,0.140519,1.293140,-0.100050,0.151812,1.544770,-0.035190,0.149872,1.661130,-0.067951,0.149922,1.771370,-0.124171,0.291533,1.470460,-0.046545,0.388669,1.205850,0.181392,0.479634,1.134660,-0.081895,0.004415,1.485010,-0.001878,-0.085316,1.218510,0.234286,-0.147255,1.143090,0.013496,0.273568,0.036939,0.087063,0.285975,0.029266,0.033084,-0.009323,0.048850,0.105528,-0.006156,0.029695,0.133931,0.567580,1.138250,0.246239,0.517332,1.068530,0.212371,-0.243265,1.160460,0.306601,-0.183857,1.032020
677,-0.019179,0.140771,1.040320,-0.034220,0.273330,1.027400,-0.101012,0.258995,0.542382,-0.146827,0.247133,0.063471,-0.004361,0.008009,1.051270,-0.049693,0.002567,0.563597,-0.126403,-0.015906,0.088866,-0.120168,0.140155,1.293630,-0.101243,0.152025,1.545310,-0.036146,0.150396,1.661550,-0.068716,0.150304,1.771840,-0.125526,0.291786,1.471130,-0.045134,0.388766,1.207290,0.188911,0.476207,1.153670,-0.082563,0.004457,1.486140,-0.001909,-0.085833,1.220030,0.240466,-0.143560,1.163280,0.013490,0.273571,0.036937,0.087060,0.285967,0.029265,0.033158,-0.009341,0.048842,0.105603,-0.006184,0.029689,0.141835,0.564390,1.156440,0.260192,0.516070,1.095960,0.218450,-0.239398,1.181460,0.320100,-0.181837,1.057920
678,-0.019593,0.140850,1.040450,-0.034782,0.273395,1.027570,-0.100938,0.259082,0.542465,-0.146814,0.247160,0.063561,-0.004631,0.008101,1.051350,-0.049760,0.002660,0.563665,-0.126397,-0.015863,0.088924,-0.119742,0.139933,1.294090,-0.102062,0.152415,1.545830,-0.036742,0.150986,1.661950,-0.069365,0.150712,1.772220,-0.126551,0.292246,1.471850,-0.043532,0.389242,1.208840,0.195494,0.472504,1.173740,-0.082781,0.004605,1.487470,-0.001496,-0.086368,1.221770,0.245336,-0.140230,1.183420,0.013498,0.273574,0.036970,0.087063,0.285957,0.029228,0.033156,-0.009311,0.048863,0.105600,-0.006163,0.029706,0.149337,0.561151,1.177080,0.272174,0.514267,1.124990,0.227321,-0.236426,1.203960,0.334340,-0.177789,1.085580
679,-0.019841,0.140900,1.040550,-0.035203,0.273428,1.027690,-0.101051,0.259114,0.542549,-0.146799,0.247184,0.063632,-0.004708,0.008169,1.051430,-0.049908,0.002696,0.563752,-0.126405,-0.015839,0.088988,-0.118851,0.139992,1.294640,-0.102667,0.152859,1.546470,-0.036999,0.151657,1.662380,-0.069794,0.151149,1.772610,-0.127438,0.292760,1.472710,-0.041472,0.389603,1.210580,0.201088,0.468454,1.194910,-0.082712,0.004764,1.489060,-0.001197,-0.086829,1.223640,0.249129,-0.134565,1.204770,0.013508,0.273575,0.036990,0.087071,0.285951,0.029230,0.033134,-0.009321,0.048868,0.105578,-0.006193,0.029708,0.155990,0.557497,1.201030,0.281761,0.512056,1.155020,0.228569,-0.230092,1.226030,0.343217,-0.175211,1.113110
680,-0.020022,0.141057,1.040590,-0.035657,0.273558,1.027780,-0.101131,0.259160,0.542582,-0.146777,0.247137,0.063658,-0.004619,0.008353,1.051420,-0.049650,0.002769,0.563726,-0.126356,-0.015859,0.089000,-0.117771,0.140319,1.295160,-0.102915,0.153393,1.547060,-0.037026,0.152312,1.662850,-0.070004,0.151629,1.773020,-0.128041,0.293345,1.473520,-0.038732,0.390175,1.212510,0.205727,0.464453,1.217080,-0.082272,0.005148,1.490280,0.000008,-0.087701,1.225550,0.251888,-0.130766,1.225350,0.013514,0.273584,0.036971,0.087076,0.285983,0.029233,0.033179,-0.009320,0.048868,0.105612,-0.006177,0.029672,0.161681,0.553671,1.227090,0.289350,0.509280,1.185500,0.233256,-0.226200,1.248700,0.353453,-0.171021,1.141860
681,-0.020160,0.141169,1.040640,-0.036120,0.273632,1.027840,-0.101195,0.259185,0.542592,-0.146775,0.247090,0.063664,-0.004435,0.008501,1.051460,-0.049727,0.002831,0.563788,-0.126363,-0.015863,0.089053,-0.116714,0.140481,1.295660,-0.102684,0.153867,1.547600,-0.036742,0.153134,1.663360,-0.069963,0.152257,1.773460,-0.128192,0.293921,1.474380,-0.035730,0.391108,1.214610,0.208988,0.460157,1.239970,-0.081176,0.005522,1.491400,0.000911,-0.088591,1.227050,0.252811,-0.126855,1.246560,0.013511,0.273566,0.036981,0.087071,0.285978,0.029242,0.033163,-0.009324,0.048886,0.105601,-0.006186,0.029706,0.165626,0.549237,1.253550,0.294776,0.505579,1.215950,0.232267,-0.222246,1.268440,0.358271,-0.167524,1.168260
682,-0.020226,0.141246,1.040680,-0.036474,0.273677,1.027910,-0.101258,0.259192,0.542625,-0.146775,0.247048,0.063692,-0.004216,0.008610,1.051470,-0.049488,0.002944,0.563793,-0.126350,-0.015940,0.089102,-0.115808,0.140581,1.296070,-0.102073,0.154229,1.548000,-0.036162,0.153717,1.663790,-0.069605,0.152846,1.773820,-0.127867,0.294499,1.475300,-0.032798,0.392343,1.216720,0.210153,0.456623,1.262990,-0.079686,0.005827,1.492310,0.001477,-0.089135,1.227980,0.251874,-0.122014,1.266940,0.013490,0.273572,0.036931,0.087051,0.286005,0.029235,0.033166,-0.009342,0.048906,0.105599,-0.006177,0.029710,0.168769,0.546005,1.280260,0.298180,0.500748,1.245550,0.229316,-0.217261,1.287410,0.363299,-0.163277,1.197740
683,-0.019930,0.141264,1.040660,-0.036404,0.273664,1.027860,-0.101408,0.259160,0.542604,-0.146756,0.247058,0.063655,-0.003695,0.008659,1.051490,-0.049213,0.003015,0.563841,-0.126347,-0.015939,0.089197,-0.114823,0.141241,1.296310,-0.100869,0.154369,1.548260,-0.035274,0.154203,1.664230,-0.069064,0.153396,1.774150,-0.126896,0.295007,1.476360,-0.029035,0.393868,1.219210,0.211148,0.451599,1.284610,-0.077846,0.006005,1.492730,0.002410,-0.089100,1.228170,0.249631,-0.117679,1.286160,0.013525,0.273576,0.036980,0.087082,0.286003,0.029242,0.033146,-0.009337,0.048912,0.105573,-0.006173,0.029693,0.169424,0.540496,1.303490,0.300480,0.495535,1.275150,0.227741,-0.212661,1.308510,0.367111,-0.158541,1.227550
684,-0.018735,0.141382,1.040690,-0.035903,0.273697,1.027910,-0.101553,0.259119,0.542747,-0.146734,0.247050,0.063780,-0.001807,0.008861,1.051490,-0.048863,0.002945,0.563984,-0.126303,-0.015731,0.089378,-0.113476,0.141876,1.296390,-0.099350,0.154240,1.548370,-0.034274,0.154552,1.664630,-0.068365,0.153849,1.774460,-0.125493,0.295385,1.477510,-0.025003,0.395205,1.221750,0.210882,0.446346,1.305660,-0.076010,0.005945,1.492780,0.004870,-0.088257,1.228090,0.247278,-0.113051,1.305040,0.013527,0.273573,0.036991,0.087080,0.286003,0.029216,0.033162,-0.009295,0.048953,0.105581,-0.006214,0.029691,0.169045,0.535006,1.325380,0.301163,0.489318,1.303990,0.224884,-0.207928,1.327330,0.369597,-0.153257,1.256800
685,-0.019165,0.141610,1.040570,-0.036208,0.273946,1.027850,-0.101515,0.259212,0.542648,-0.146743,0.246956,0.063691,-0.002374,0.009067,1.051320,-0.048843,0.003163,0.563762,-0.126359,-0.015916,0.089185,-0.112220,0.142357,1.296900,-0.097875,0.153967,1.548900,-0.032878,0.154733,1.665200,-0.067442,0.154176,1.774880,-0.123764,0.295467,1.478660,-0.020552,0.396163,1.224330,0.209952,0.440688,1.325240,-0.074519,0.005850,1.492850,0.006892,-0.087274,1.227940,0.243115,-0.108156,1.323120,0.013506,0.273559,0.036907,0.087064,0.286026,0.029245,0.033143,-0.009330,0.048930,0.105571,-0.006171,0.029713,0.166833,0.527989,1.348030,0.300049,0.483697,1.330950,0.220343,-0.202754,1.346210,0.369425,-0.147663,1.285830
686,-0.018325,0.141796,1.040540,-0.035592,0.274103,1.027820,-0.101268,0.259274,0.542671,-0.146711,0.246969,0.063735,-0.001313,0.009281,1.051290,-0.048472,0.003240,0.563797,-0.126350,-0.015810,0.089278,-0.110341,0.142612,1.297240,-0.096366,0.153640,1.549290,-0.031424,0.154606,1.665620,-0.066278,0.154278,1.775210,-0.121887,0.295556,1.479760,-0.015822,0.396411,1.226670,0.207985,0.435272,1.343710,-0.073278,0.005681,1.492710,0.009319,-0.086076,1.227690,0.238066,-0.104546,1.340080,0.013540,0.273556,0.036946,0.087092,0.286014,0.029209,0.033136,-0.009311,0.048948,0.105559,-0.006195,0.029708,0.164554,0.522701,1.365380,0.298041,0.476909,1.356200,0.216034,-0.199196,1.363660,0.367985,-0.141277,1.314040
687,-0.017685,0.141980,1.040480,-0.034864,0.274299,1.027770,-0.100912,0.259410,0.542666,-0.146702,0.247058,0.063764,-0.000762,0.009454,1.051230,-0.048205,0.003359,0.563763,-0.126382,-0.015746,0.089296,-0.108734,0.142865,1.297530,-0.094651,0.153227,1.549600,-0.029846,0.154499,1.666000,-0.065043,0.154298,1.775480,-0.119617,0.295593,1.480790,-0.011224,0.396118,1.228550,0.204767,0.429332,1.361000,-0.071452,0.005541,1.492350,0.012406,-0.085250,1.227400,0.232130,-0.099205,1.357110,0.013559,0.273577,0.036971,0.087113,0.286005,0.029207,0.033101,-0.009309,0.048942,0.105511,-0.006214,0.029648,0.160087,0.516582,1.380780,0.293749,0.470382,1.380930,0.208708,-0.194084,1.378310,0.363965,-0.135161,1.341840
688,-0.016803,0.142258,1.040360,-0.033915,0.274587,1.027670,-0.100439,0.259625,0.542633,-0.146700,0.247182,0.063779,0.000050,0.009721,1.051080,-0.047912,0.003459,0.563676,-0.126383,-0.015692,0.089259,-0.107278,0.143229,1.297610,-0.092498,0.152869,1.549670,-0.028179,0.154269,1.666340,-0.063609,0.154136,1.775740,-0.116870,0.295635,1.481480,-0.006473,0.395551,1.229870,0.200844,0.423344,1.376650,-0.069526,0.005382,1.491820,0.015660,-0.084958,1.227130,0.225018,-0.094673,1.373330,0.013574,0.273605,0.036973,0.087133,0.285995,0.029183,0.033110,-0.009300,0.048936,0.105524,-0.006226,0.029657,0.154842,0.510234,1.394930,0.288113,0.463794,1.404000,0.201391,-0.189448,1.394760,0.357934,-0.129278,1.366830
689,-0.015941,0.142496,1.040300,-0.032862,0.274851,1.027610,-0.099807,0.259850,0.542633,-0.146712,0.247295,0.063845,0.000718,0.009934,1.051010,-0.047625,0.003565,0.563641,-0.126380,-0.015620,0.089272,-0.106042,0.143924,1.297670,-0.090256,0.152633,1.549700,-0.026422,0.153955,1.666640,-0.062154,0.153875,1.775950,-0.113992,0.295703,1.481930,-0.001674,0.394928,1.230900,0.196457,0.417575,1.390670,-0.067722,0.005194,1.491560,0.018903,-0.084960,1.227280,0.218349,-0.089004,1.386980,0.013568,0.273603,0.036959,0.087133,0.285947,0.029158,0.033115,-0.009276,0.048954,0.105544,-0.006233,0.029723,0.149594,0.504368,1.407130,0.281522,0.456885,1.425580,0.191861,-0.183427,1.406540,0.350934,-0.124887,1.393310
690,-0.015005,0.142681,1.040190,-0.031700,0.275066,1.027510,-0.099131,0.260027,0.542605,-0.146730,0.247360,0.063888,0.001426,0.010090,1.050890,-0.047348,0.003638,0.563563,-0.126409,-0.015589,0.089247,-0.104395,0.144184,1.297810,-0.088181,0.152492,1.549830,-0.024586,0.153792,1.666900,-0.060633,0.153582,1.776100,-0.111346,0.295699,1.482140,0.003016,0.394706,1.231950,0.191845,0.411169,1.403330,-0.066464,0.005059,1.491360,0.021796,-0.085085,1.227620,0.210272,-0.084722,1.400170,0.013551,0.273612,0.036956,0.087121,0.285935,0.029165,0.033095,-0.009268,0.048955,0.105529,-0.006237,0.029742,0.143852,0.497861,1.416790,0.273846,0.450044,1.445340,0.183968,-0.179104,1.420170,0.342673,-0.118263,1.416020
